target_id,target_ja,enemy_id,enemy_ja,review_pattern,review_score,missing_fields,short_fields,review_status,next_edit_priority,quality_version
Soldier76,ソルジャー76,D.Va,D.Va,接近管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Soldier76,ソルジャー76,Winston,ウィンストン,接近管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Soldier76,ソルジャー76,Doomfist,ドゥームフィスト,接近管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Soldier76,ソルジャー76,Hazard,ハザード,接近管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Soldier76,ソルジャー76,Wrecking Ball,レッキング・ボール,接近管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Soldier76,ソルジャー76,Zarya,ザリア,資源削り,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Soldier76,ソルジャー76,Junker Queen,ジャンカー・クイーン,資源削り,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Soldier76,ソルジャー76,Domina,ドミナ,資源削り,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Soldier76,ソルジャー76,Mauga,マウガ,資源削り,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Soldier76,ソルジャー76,Ramattra,ラマットラ,資源削り,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Soldier76,ソルジャー76,Roadhog,ロードホッグ,資源削り,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Soldier76,ソルジャー76,Orisa,オリーサ,資源削り,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Soldier76,ソルジャー76,Sigma,シグマ,資源削り,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Soldier76,ソルジャー76,Reinhardt,ラインハルト,資源削り,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Soldier76,ソルジャー76,Ashe,アッシュ,射線管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Soldier76,ソルジャー76,Widowmaker,ウィドウメイカー,射線管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Soldier76,ソルジャー76,Emre,エムレ,射線管理,92,,wave_goal,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Soldier76,ソルジャー76,Cassidy,キャスディ,射線管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Soldier76,ソルジャー76,Sojourn,ソジョーン,射線管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Soldier76,ソルジャー76,Soldier: 76,ソルジャー76,射線管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Soldier76,ソルジャー76,Hanzo,ハンゾー,射線管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Soldier76,ソルジャー76,Freja,フレイヤ,射線管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Soldier76,ソルジャー76,Anran,アンラン,再突入確認,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Soldier76,ソルジャー76,Genji,ゲンジ,再突入確認,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Soldier76,ソルジャー76,Shion,シオン,再突入確認,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Soldier76,ソルジャー76,Sombra,ソンブラ,再突入確認,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Soldier76,ソルジャー76,Tracer,トレーサー,再突入確認,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Soldier76,ソルジャー76,Venture,ベンチャー,再突入確認,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Soldier76,ソルジャー76,Reaper,リーパー,再突入確認,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Soldier76,ソルジャー76,Vendetta,ヴェンデッタ,再突入確認,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Soldier76,ソルジャー76,Echo,エコー,空中圧確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Soldier76,ソルジャー76,Pharah,ファラ,空中圧確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Soldier76,ソルジャー76,Symmetra,シンメトラ,通路整理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Soldier76,ソルジャー76,Junkrat,ジャンクラット,通路整理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Soldier76,ソルジャー76,Torbjörn,トールビョーン,通路整理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Soldier76,ソルジャー76,Bastion,バスティオン,通路整理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Soldier76,ソルジャー76,Mei,メイ,通路整理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Soldier76,ソルジャー76,Illari,イラリー,救助確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Soldier76,ソルジャー76,Jetpack Cat,ジェットパック・キャット,支援線管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Soldier76,ソルジャー76,Juno,ジュノ,支援線管理,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Soldier76,ソルジャー76,Baptiste,バティスト,救助確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Soldier76,ソルジャー76,Mercy,マーシー,救助確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Soldier76,ソルジャー76,Lifeweaver,ライフウィーバー,救助確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Soldier76,ソルジャー76,Kiriko,キリコ,救助確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Soldier76,ソルジャー76,Brigitte,ブリギッテ,救助確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Soldier76,ソルジャー76,Moira,モイラ,救助確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Soldier76,ソルジャー76,Lúcio,ルシオ,支援線管理,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Soldier76,ソルジャー76,Ana,アナ,救助確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Soldier76,ソルジャー76,Wuyang,ウーヤン,救助確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Soldier76,ソルジャー76,Zenyatta,ゼニヤッタ,支援線管理,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Soldier76,ソルジャー76,Mizuki,ミズキ,救助確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Sojourn,ソジョーン,D.Va,D.Va,接近管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Sojourn,ソジョーン,Winston,ウィンストン,接近管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Sojourn,ソジョーン,Doomfist,ドゥームフィスト,接近管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Sojourn,ソジョーン,Hazard,ハザード,接近管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Sojourn,ソジョーン,Wrecking Ball,レッキング・ボール,接近管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Sojourn,ソジョーン,Zarya,ザリア,資源削り,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Sojourn,ソジョーン,Junker Queen,ジャンカー・クイーン,資源削り,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Sojourn,ソジョーン,Domina,ドミナ,資源削り,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Sojourn,ソジョーン,Mauga,マウガ,資源削り,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Sojourn,ソジョーン,Ramattra,ラマットラ,資源削り,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Sojourn,ソジョーン,Roadhog,ロードホッグ,資源削り,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Sojourn,ソジョーン,Orisa,オリーサ,資源削り,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Sojourn,ソジョーン,Sigma,シグマ,資源削り,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Sojourn,ソジョーン,Reinhardt,ラインハルト,資源削り,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Sojourn,ソジョーン,Ashe,アッシュ,射線管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Sojourn,ソジョーン,Widowmaker,ウィドウメイカー,射線管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Sojourn,ソジョーン,Emre,エムレ,射線管理,92,,wave_goal,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Sojourn,ソジョーン,Cassidy,キャスディ,射線管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Sojourn,ソジョーン,Sojourn,ソジョーン,射線管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Sojourn,ソジョーン,Soldier: 76,ソルジャー76,射線管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Sojourn,ソジョーン,Hanzo,ハンゾー,射線管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Sojourn,ソジョーン,Freja,フレイヤ,射線管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Sojourn,ソジョーン,Anran,アンラン,再突入確認,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Sojourn,ソジョーン,Genji,ゲンジ,再突入確認,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Sojourn,ソジョーン,Shion,シオン,再突入確認,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Sojourn,ソジョーン,Sombra,ソンブラ,再突入確認,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Sojourn,ソジョーン,Tracer,トレーサー,再突入確認,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Sojourn,ソジョーン,Venture,ベンチャー,再突入確認,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Sojourn,ソジョーン,Reaper,リーパー,再突入確認,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Sojourn,ソジョーン,Vendetta,ヴェンデッタ,再突入確認,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Sojourn,ソジョーン,Echo,エコー,空中圧確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Sojourn,ソジョーン,Pharah,ファラ,空中圧確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Sojourn,ソジョーン,Symmetra,シンメトラ,通路整理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Sojourn,ソジョーン,Junkrat,ジャンクラット,通路整理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Sojourn,ソジョーン,Torbjörn,トールビョーン,通路整理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Sojourn,ソジョーン,Bastion,バスティオン,通路整理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Sojourn,ソジョーン,Mei,メイ,通路整理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Sojourn,ソジョーン,Illari,イラリー,救助確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Sojourn,ソジョーン,Jetpack Cat,ジェットパック・キャット,支援線管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Sojourn,ソジョーン,Juno,ジュノ,支援線管理,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Sojourn,ソジョーン,Baptiste,バティスト,救助確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Sojourn,ソジョーン,Mercy,マーシー,救助確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Sojourn,ソジョーン,Lifeweaver,ライフウィーバー,救助確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Sojourn,ソジョーン,Kiriko,キリコ,救助確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Sojourn,ソジョーン,Brigitte,ブリギッテ,救助確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Sojourn,ソジョーン,Moira,モイラ,救助確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Sojourn,ソジョーン,Lúcio,ルシオ,支援線管理,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Sojourn,ソジョーン,Ana,アナ,救助確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Sojourn,ソジョーン,Wuyang,ウーヤン,救助確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Sojourn,ソジョーン,Zenyatta,ゼニヤッタ,支援線管理,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Sojourn,ソジョーン,Mizuki,ミズキ,救助確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Cassidy,キャスディ,D.Va,D.Va,接近管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Cassidy,キャスディ,Winston,ウィンストン,接近管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Cassidy,キャスディ,Doomfist,ドゥームフィスト,接近管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Cassidy,キャスディ,Hazard,ハザード,接近管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Cassidy,キャスディ,Wrecking Ball,レッキング・ボール,接近管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Cassidy,キャスディ,Zarya,ザリア,資源削り,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Cassidy,キャスディ,Junker Queen,ジャンカー・クイーン,資源削り,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Cassidy,キャスディ,Domina,ドミナ,資源削り,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Cassidy,キャスディ,Mauga,マウガ,資源削り,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Cassidy,キャスディ,Ramattra,ラマットラ,資源削り,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Cassidy,キャスディ,Roadhog,ロードホッグ,資源削り,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Cassidy,キャスディ,Orisa,オリーサ,資源削り,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Cassidy,キャスディ,Sigma,シグマ,資源削り,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Cassidy,キャスディ,Reinhardt,ラインハルト,資源削り,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Cassidy,キャスディ,Ashe,アッシュ,射線管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Cassidy,キャスディ,Widowmaker,ウィドウメイカー,射線管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Cassidy,キャスディ,Emre,エムレ,射線管理,92,,wave_goal,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Cassidy,キャスディ,Cassidy,キャスディ,射線管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Cassidy,キャスディ,Sojourn,ソジョーン,射線管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Cassidy,キャスディ,Soldier: 76,ソルジャー76,射線管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Cassidy,キャスディ,Hanzo,ハンゾー,射線管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Cassidy,キャスディ,Freja,フレイヤ,射線管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Cassidy,キャスディ,Anran,アンラン,再突入確認,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Cassidy,キャスディ,Genji,ゲンジ,再突入確認,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Cassidy,キャスディ,Shion,シオン,再突入確認,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Cassidy,キャスディ,Sombra,ソンブラ,再突入確認,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Cassidy,キャスディ,Tracer,トレーサー,再突入確認,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Cassidy,キャスディ,Venture,ベンチャー,再突入確認,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Cassidy,キャスディ,Reaper,リーパー,再突入確認,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Cassidy,キャスディ,Vendetta,ヴェンデッタ,再突入確認,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Cassidy,キャスディ,Echo,エコー,空中圧確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Cassidy,キャスディ,Pharah,ファラ,空中圧確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Cassidy,キャスディ,Symmetra,シンメトラ,通路整理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Cassidy,キャスディ,Junkrat,ジャンクラット,通路整理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Cassidy,キャスディ,Torbjörn,トールビョーン,通路整理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Cassidy,キャスディ,Bastion,バスティオン,通路整理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Cassidy,キャスディ,Mei,メイ,通路整理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Cassidy,キャスディ,Illari,イラリー,救助確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Cassidy,キャスディ,Jetpack Cat,ジェットパック・キャット,支援線管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Cassidy,キャスディ,Juno,ジュノ,支援線管理,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Cassidy,キャスディ,Baptiste,バティスト,救助確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Cassidy,キャスディ,Mercy,マーシー,救助確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Cassidy,キャスディ,Lifeweaver,ライフウィーバー,救助確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Cassidy,キャスディ,Kiriko,キリコ,救助確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Cassidy,キャスディ,Brigitte,ブリギッテ,救助確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Cassidy,キャスディ,Moira,モイラ,救助確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Cassidy,キャスディ,Lúcio,ルシオ,支援線管理,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Cassidy,キャスディ,Ana,アナ,救助確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Cassidy,キャスディ,Wuyang,ウーヤン,救助確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Cassidy,キャスディ,Zenyatta,ゼニヤッタ,支援線管理,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Cassidy,キャスディ,Mizuki,ミズキ,救助確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Ashe,アッシュ,D.Va,D.Va,接近管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Ashe,アッシュ,Winston,ウィンストン,接近管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Ashe,アッシュ,Doomfist,ドゥームフィスト,接近管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Ashe,アッシュ,Hazard,ハザード,接近管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Ashe,アッシュ,Wrecking Ball,レッキング・ボール,接近管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Ashe,アッシュ,Zarya,ザリア,資源削り,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Ashe,アッシュ,Junker Queen,ジャンカー・クイーン,資源削り,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Ashe,アッシュ,Domina,ドミナ,資源削り,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Ashe,アッシュ,Mauga,マウガ,資源削り,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Ashe,アッシュ,Ramattra,ラマットラ,資源削り,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Ashe,アッシュ,Roadhog,ロードホッグ,資源削り,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Ashe,アッシュ,Orisa,オリーサ,資源削り,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Ashe,アッシュ,Sigma,シグマ,資源削り,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
