target_id,target_ja,enemy_id,enemy_ja,review_pattern,review_score,missing_fields,short_fields,review_status,next_edit_priority,quality_version
Ashe,アッシュ,Reinhardt,ラインハルト,資源削り,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Ashe,アッシュ,Ashe,アッシュ,射線管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Ashe,アッシュ,Widowmaker,ウィドウメイカー,射線管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Ashe,アッシュ,Emre,エムレ,射線管理,92,,wave_goal,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Ashe,アッシュ,Cassidy,キャスディ,射線管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Ashe,アッシュ,Sojourn,ソジョーン,射線管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Ashe,アッシュ,Soldier: 76,ソルジャー76,射線管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Ashe,アッシュ,Hanzo,ハンゾー,射線管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Ashe,アッシュ,Freja,フレイヤ,射線管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Ashe,アッシュ,Anran,アンラン,再突入確認,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Ashe,アッシュ,Genji,ゲンジ,再突入確認,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Ashe,アッシュ,Shion,シオン,再突入確認,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Ashe,アッシュ,Sombra,ソンブラ,再突入確認,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Ashe,アッシュ,Tracer,トレーサー,再突入確認,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Ashe,アッシュ,Venture,ベンチャー,再突入確認,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Ashe,アッシュ,Reaper,リーパー,再突入確認,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Ashe,アッシュ,Vendetta,ヴェンデッタ,再突入確認,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Ashe,アッシュ,Echo,エコー,空中圧確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Ashe,アッシュ,Pharah,ファラ,空中圧確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Ashe,アッシュ,Symmetra,シンメトラ,通路整理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Ashe,アッシュ,Junkrat,ジャンクラット,通路整理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Ashe,アッシュ,Torbjörn,トールビョーン,通路整理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Ashe,アッシュ,Bastion,バスティオン,通路整理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Ashe,アッシュ,Mei,メイ,通路整理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Ashe,アッシュ,Illari,イラリー,救助確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Ashe,アッシュ,Jetpack Cat,ジェットパック・キャット,支援線管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Ashe,アッシュ,Juno,ジュノ,支援線管理,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Ashe,アッシュ,Baptiste,バティスト,救助確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Ashe,アッシュ,Mercy,マーシー,救助確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Ashe,アッシュ,Lifeweaver,ライフウィーバー,救助確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Ashe,アッシュ,Kiriko,キリコ,救助確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Ashe,アッシュ,Brigitte,ブリギッテ,救助確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Ashe,アッシュ,Moira,モイラ,救助確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Ashe,アッシュ,Lúcio,ルシオ,支援線管理,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Ashe,アッシュ,Ana,アナ,救助確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Ashe,アッシュ,Wuyang,ウーヤン,救助確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Ashe,アッシュ,Zenyatta,ゼニヤッタ,支援線管理,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Ashe,アッシュ,Mizuki,ミズキ,救助確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Reaper,リーパー,D.Va,D.Va,接近管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Reaper,リーパー,Winston,ウィンストン,接近管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Reaper,リーパー,Doomfist,ドゥームフィスト,接近管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Reaper,リーパー,Hazard,ハザード,接近管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Reaper,リーパー,Wrecking Ball,レッキング・ボール,接近管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Reaper,リーパー,Zarya,ザリア,資源削り,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Reaper,リーパー,Junker Queen,ジャンカー・クイーン,資源削り,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Reaper,リーパー,Domina,ドミナ,資源削り,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Reaper,リーパー,Mauga,マウガ,資源削り,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Reaper,リーパー,Ramattra,ラマットラ,資源削り,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Reaper,リーパー,Roadhog,ロードホッグ,資源削り,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Reaper,リーパー,Orisa,オリーサ,資源削り,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Reaper,リーパー,Sigma,シグマ,資源削り,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Reaper,リーパー,Reinhardt,ラインハルト,資源削り,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Reaper,リーパー,Ashe,アッシュ,射線管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Reaper,リーパー,Widowmaker,ウィドウメイカー,射線管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Reaper,リーパー,Emre,エムレ,射線管理,92,,wave_goal,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Reaper,リーパー,Cassidy,キャスディ,射線管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Reaper,リーパー,Sojourn,ソジョーン,射線管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Reaper,リーパー,Soldier: 76,ソルジャー76,射線管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Reaper,リーパー,Hanzo,ハンゾー,射線管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Reaper,リーパー,Freja,フレイヤ,射線管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Reaper,リーパー,Anran,アンラン,再突入確認,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Reaper,リーパー,Genji,ゲンジ,再突入確認,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Reaper,リーパー,Shion,シオン,再突入確認,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Reaper,リーパー,Sombra,ソンブラ,再突入確認,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Reaper,リーパー,Tracer,トレーサー,再突入確認,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Reaper,リーパー,Venture,ベンチャー,再突入確認,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Reaper,リーパー,Reaper,リーパー,再突入確認,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Reaper,リーパー,Vendetta,ヴェンデッタ,再突入確認,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Reaper,リーパー,Echo,エコー,空中圧確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Reaper,リーパー,Pharah,ファラ,空中圧確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Reaper,リーパー,Symmetra,シンメトラ,通路整理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Reaper,リーパー,Junkrat,ジャンクラット,通路整理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Reaper,リーパー,Torbjörn,トールビョーン,通路整理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Reaper,リーパー,Bastion,バスティオン,通路整理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Reaper,リーパー,Mei,メイ,通路整理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Reaper,リーパー,Illari,イラリー,救助確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Reaper,リーパー,Jetpack Cat,ジェットパック・キャット,支援線管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Reaper,リーパー,Juno,ジュノ,支援線管理,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Reaper,リーパー,Baptiste,バティスト,救助確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Reaper,リーパー,Mercy,マーシー,救助確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Reaper,リーパー,Lifeweaver,ライフウィーバー,救助確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Reaper,リーパー,Kiriko,キリコ,救助確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Reaper,リーパー,Brigitte,ブリギッテ,救助確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Reaper,リーパー,Moira,モイラ,救助確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Reaper,リーパー,Lúcio,ルシオ,支援線管理,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Reaper,リーパー,Ana,アナ,救助確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Reaper,リーパー,Wuyang,ウーヤン,救助確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Reaper,リーパー,Zenyatta,ゼニヤッタ,支援線管理,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Reaper,リーパー,Mizuki,ミズキ,救助確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Symmetra,シンメトラ,D.Va,D.Va,接近管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Symmetra,シンメトラ,Winston,ウィンストン,接近管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Symmetra,シンメトラ,Doomfist,ドゥームフィスト,接近管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Symmetra,シンメトラ,Hazard,ハザード,接近管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Symmetra,シンメトラ,Wrecking Ball,レッキング・ボール,接近管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Symmetra,シンメトラ,Zarya,ザリア,資源削り,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Symmetra,シンメトラ,Junker Queen,ジャンカー・クイーン,資源削り,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Symmetra,シンメトラ,Domina,ドミナ,資源削り,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Symmetra,シンメトラ,Mauga,マウガ,資源削り,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Symmetra,シンメトラ,Ramattra,ラマットラ,資源削り,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Symmetra,シンメトラ,Roadhog,ロードホッグ,資源削り,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Symmetra,シンメトラ,Orisa,オリーサ,資源削り,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Symmetra,シンメトラ,Sigma,シグマ,資源削り,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Symmetra,シンメトラ,Reinhardt,ラインハルト,資源削り,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Symmetra,シンメトラ,Ashe,アッシュ,射線管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Symmetra,シンメトラ,Widowmaker,ウィドウメイカー,射線管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Symmetra,シンメトラ,Emre,エムレ,射線管理,92,,wave_goal,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Symmetra,シンメトラ,Cassidy,キャスディ,射線管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Symmetra,シンメトラ,Sojourn,ソジョーン,射線管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Symmetra,シンメトラ,Soldier: 76,ソルジャー76,射線管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Symmetra,シンメトラ,Hanzo,ハンゾー,射線管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Symmetra,シンメトラ,Freja,フレイヤ,射線管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Symmetra,シンメトラ,Anran,アンラン,再突入確認,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Symmetra,シンメトラ,Genji,ゲンジ,再突入確認,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Symmetra,シンメトラ,Shion,シオン,再突入確認,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Symmetra,シンメトラ,Sombra,ソンブラ,再突入確認,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Symmetra,シンメトラ,Tracer,トレーサー,再突入確認,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Symmetra,シンメトラ,Venture,ベンチャー,再突入確認,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Symmetra,シンメトラ,Reaper,リーパー,再突入確認,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Symmetra,シンメトラ,Vendetta,ヴェンデッタ,再突入確認,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Symmetra,シンメトラ,Echo,エコー,空中圧確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Symmetra,シンメトラ,Pharah,ファラ,空中圧確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Symmetra,シンメトラ,Symmetra,シンメトラ,通路整理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Symmetra,シンメトラ,Junkrat,ジャンクラット,通路整理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Symmetra,シンメトラ,Torbjörn,トールビョーン,通路整理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Symmetra,シンメトラ,Bastion,バスティオン,通路整理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Symmetra,シンメトラ,Mei,メイ,通路整理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Symmetra,シンメトラ,Illari,イラリー,救助確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Symmetra,シンメトラ,Jetpack Cat,ジェットパック・キャット,支援線管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Symmetra,シンメトラ,Juno,ジュノ,支援線管理,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Symmetra,シンメトラ,Baptiste,バティスト,救助確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Symmetra,シンメトラ,Mercy,マーシー,救助確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Symmetra,シンメトラ,Lifeweaver,ライフウィーバー,救助確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Symmetra,シンメトラ,Kiriko,キリコ,救助確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Symmetra,シンメトラ,Brigitte,ブリギッテ,救助確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Symmetra,シンメトラ,Moira,モイラ,救助確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Symmetra,シンメトラ,Lúcio,ルシオ,支援線管理,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Symmetra,シンメトラ,Ana,アナ,救助確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Symmetra,シンメトラ,Wuyang,ウーヤン,救助確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Symmetra,シンメトラ,Zenyatta,ゼニヤッタ,支援線管理,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Symmetra,シンメトラ,Mizuki,ミズキ,救助確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Hanzo,ハンゾー,D.Va,D.Va,接近管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Hanzo,ハンゾー,Winston,ウィンストン,接近管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Hanzo,ハンゾー,Doomfist,ドゥームフィスト,接近管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Hanzo,ハンゾー,Hazard,ハザード,接近管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Hanzo,ハンゾー,Wrecking Ball,レッキング・ボール,接近管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Hanzo,ハンゾー,Zarya,ザリア,資源削り,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Hanzo,ハンゾー,Junker Queen,ジャンカー・クイーン,資源削り,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Hanzo,ハンゾー,Domina,ドミナ,資源削り,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Hanzo,ハンゾー,Mauga,マウガ,資源削り,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Hanzo,ハンゾー,Ramattra,ラマットラ,資源削り,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Hanzo,ハンゾー,Roadhog,ロードホッグ,資源削り,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Hanzo,ハンゾー,Orisa,オリーサ,資源削り,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Hanzo,ハンゾー,Sigma,シグマ,資源削り,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Hanzo,ハンゾー,Reinhardt,ラインハルト,資源削り,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Hanzo,ハンゾー,Ashe,アッシュ,射線管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Hanzo,ハンゾー,Widowmaker,ウィドウメイカー,射線管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Hanzo,ハンゾー,Emre,エムレ,射線管理,92,,wave_goal,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Hanzo,ハンゾー,Cassidy,キャスディ,射線管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Hanzo,ハンゾー,Sojourn,ソジョーン,射線管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Hanzo,ハンゾー,Soldier: 76,ソルジャー76,射線管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Hanzo,ハンゾー,Hanzo,ハンゾー,射線管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Hanzo,ハンゾー,Freja,フレイヤ,射線管理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Hanzo,ハンゾー,Anran,アンラン,再突入確認,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Hanzo,ハンゾー,Genji,ゲンジ,再突入確認,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Hanzo,ハンゾー,Shion,シオン,再突入確認,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Hanzo,ハンゾー,Sombra,ソンブラ,再突入確認,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Hanzo,ハンゾー,Tracer,トレーサー,再突入確認,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Hanzo,ハンゾー,Venture,ベンチャー,再突入確認,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Hanzo,ハンゾー,Reaper,リーパー,再突入確認,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Hanzo,ハンゾー,Vendetta,ヴェンデッタ,再突入確認,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Hanzo,ハンゾー,Echo,エコー,空中圧確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Hanzo,ハンゾー,Pharah,ファラ,空中圧確認,92,,vod_marker,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Hanzo,ハンゾー,Symmetra,シンメトラ,通路整理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Hanzo,ハンゾー,Junkrat,ジャンクラット,通路整理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
Hanzo,ハンゾー,Torbjörn,トールビョーン,通路整理,100,,,stable,維持。実戦動画で失敗パターンが増えたら追記。,v50.18
